13	32	2	-10	-3	-3	32	533.68
13	53	2	-10	0	0	32	242.41
13	52	2	-6	-3	-1	20	668.7
13	37	2	3	3	-1	-7	-148.05
13	37	2	9	0	-3	-25	238.07
13	52	3	-9	2	1	29	-78.24
13	37	3	-8	0	1	26	220.93
13	46	3	-6	-2	0	20	475.21
13	59	3	-4	2	-1	14	-150.42
13	56	3	-1	3	-2	5	-314.7
13	54	4	-10	3	1	32	-240.88
13	52	4	-9	-4	-2	29	853.57
13	58	4	1	-1	-1	-1	364.76
13	52	4	3	-1	-2	-7	357.88
13	31	4	5	3	-2	-13	-78.22
13	32	5	-2	-4	0	8	564.4
13	53	5	2	2	-1	-4	-122.96
13	58	5	3	4	-3	-7	-489.92
13	30	5	7	-4	1	-19	585.21
13	39	6	-10	3	0	32	-137.81
13	33	6	-9	1	1	29	106.11
13	57	6	-6	-3	1	20	700.53
13	36	6	1	2	-2	-1	-26.89
13	43	6	3	-5	1	-7	848.66
13	50	6	5	4	-2	-13	-370.67
13	56	6	6	-5	1	-16	1068.05
13	41	7	-7	-4	-1	23	669.34
13	34	7	-3	-4	0	11	582.47
13	36	7	1	-1	-3	-1	293.34
13	39	7	7	-2	1	-19	483.32
14	40	2	-9	-4	-1	29	760.94
14	34	2	-3	0	-2	11	225.31
14	44	2	0	-4	1	2	751.38
14	49	2	5	-3	-2	-13	679.19
14	56	2	5	-3	1	-13	760.28
14	54	2	8	2	1	-22	-42.74
14	30	3	-8	-3	-1	26	532.28
14	33	3	-3	2	1	11	35.2
14	53	3	-1	-4	0	5	867.08
14	39	3	-1	-4	-3	5	696.49
14	30	3	3	-3	-2	-7	501.34
14	40	3	4	1	0	-10	122.54
14	47	3	5	1	-3	-13	106.26
14	55	3	8	-2	1	-22	609.65
14	37	3	8	3	0	-22	-64.01
14	53	3	9	-2	-2	-25	605.45
14	33	4	-10	1	1	32	181.47
14	41	4	-6	-2	-3	20	489.03
14	53	4	1	-5	-3	-1	1024.63
14	32	4	4	1	-1	-10	138.02
14	47	4	7	-4	-2	-19	840.71
14	57	4	8	-3	-1	-22	800.02
14	58	4	9	-4	0	-25	1008.16
14	41	5	-8	-2	-2	26	500.5
14	58	5	-7	2	-2	23	-92.71
14	44	5	-2	2	-1	8	-37.92
14	31	5	-2	1	-1	8	127.63
14	53	5	1	-3	-1	-1	715.05
14	51	5	2	-4	-2	-4	848.87
14	34	5	3	1	0	-7	134.4
14	41	5	4	2	-1	-10	2.46
14	57	5	5	-3	-2	-13	775.21
14	33	5	9	4	1	-25	-97.47
14	51	6	-9	-1	1	29	408.14
14	44	6	-8	-1	1	26	374.38
14	44	6	-4	4	-2	14	-300.86
14	36	6	-3	-3	-1	11	537.16
14	34	6	-1	-5	-1	5	732.95
14	35	6	0	-1	0	2	328.24
14	31	6	1	-4	1	-1	593.56
14	33	6	7	4	-3	-19	-109.69
14	52	7	-8	-4	-1	26	870.52
14	39	7	-7	-4	1	23	688.87
14	40	7	-1	4	-2	5	-263.63
14	43	7	-1	1	1	5	95.08
14	58	7	6	4	-3	-16	-404.39
15	41	2	-10	1	-1	32	216.92
15	45	2	-3	0	-3	11	277.73
15	35	2	-2	3	-2	8	-41.75
15	53	2	8	3	0	-22	-165.99
15	37	2	8	-5	-2	-22	869.22
15	39	3	2	-4	-2	-4	733.36
15	38	3	4	-2	0	-10	516.08
15	35	3	4	-3	-1	-10	600.71
15	52	3	5	-4	-2	-13	911.17
15	52	3	9	-4	0	-25	966.95
15	39	4	-7	-1	-1	23	400.48
15	52	4	-7	-4	-2	23	919.86
15	57	4	-5	3	1	17	-233.2
15	44	4	-4	-4	-3	14	803.76
15	56	4	0	4	0	2	-403.66
15	51	4	0	1	1	2	114.6
15	31	4	3	4	-1	-7	-106.08
15	41	5	-9	4	-2	29	-179.78
15	48	5	-6	1	0	20	136.5
15	43	5	-4	-5	-1	14	912.33
15	39	5	-2	3	-2	8	-92.71
15	34	6	-7	0	-2	23	271.57
15	32	6	0	4	1	2	-136.75
15	37	6	0	-5	-1	2	818.78
15	35	6	5	3	0	-13	-22.91
15	35	6	6	-2	1	-16	517.33
15	34	6	6	-4	-2	-16	717.18
15	49	6	8	1	-2	-22	194.73
15	50	7	-10	-2	-1	32	603.82
15	49	7	-8	-4	1	26	863.23
15	35	7	-6	2	-2	20	52.64
15	56	7	-4	1	-1	14	95.06
15	32	7	-3	-3	-3	11	540.99
15	44	7	-2	0	-2	8	255.56
15	41	7	3	3	0	-7	-73.21
15	35	7	8	-4	-1	-22	773.06
16	31	3	-9	-1	1	29	450.09
16	57	3	-9	-3	-1	29	878.94
16	34	3	-9	-2	1	29	566.74
16	53	3	-8	4	-3	26	-282.66
